,FIPS,2008_perc
2872,51115,83.0
2873,51117,81.9
2874,51119,80.7
2875,51121,85.3
2876,51125,82.6
2877,51127,86.9
2878,51131,82.0
2879,51133,81.1
2880,51135,81.3
2881,51137,83.6
2882,51139,81.3
2883,51141,82.4
2884,51143,84.0
2885,51145,85.1
2886,51147,84.2
2887,51149,86.9
2888,51153,86.3
2889,51155,87.0
2890,51157,81.3
2891,51159,78.8
2892,51161,89.5
2893,51163,83.4
2894,51165,83.9
2895,51167,83.9
2896,51169,84.2
2897,51171,83.5
2898,51173,85.6
2899,51175,83.7
2900,51177,88.1
2901,51179,89.1
2902,51181,84.7
2903,51183,80.9
2904,51185,83.9
2905,51187,85.0
2906,51191,84.5
2907,51193,80.3
2908,51195,84.8
2909,51197,84.5
2910,51199,89.9
2911,51510,87.2
2912,51520,85.7
2913,51530,83.4
2914,51540,84.5
2915,51550,87.7
2916,51570,84.9
2917,51580,81.6
2918,51590,84.7
2919,51595,81.3
2920,51600,85.2
2921,51610,91.6
2922,51620,83.1
2923,51630,85.1
2924,51640,81.1
2925,51650,86.8
2926,51660,81.3
2927,51670,82.7
2928,51678,83.5
2929,51680,87.1
2930,51683,81.8
2931,51685,79.5
2932,51690,83.4
2933,51700,86.7
2934,51710,84.2
2935,51720,87.1
2936,51730,83.7
2937,51735,89.2
2938,51740,85.3
2939,51750,84.1
2940,51760,83.8
2941,51770,84.5
2942,51775,88.1
2943,51790,84.8
2944,51800,86.8
2945,51810,88.4
2946,51820,82.6
2947,51830,89.1
2948,51840,82.1
2949,53001,76.6
2950,53003,85.6
2951,53005,86.4
2952,53007,80.9
2953,53009,81.9
2954,53011,86.0
2955,53013,81.9
2956,53015,84.8
2957,53017,80.3
2958,53019,82.3
2959,53021,73.9
2960,53023,81.5
2961,53025,78.1
2962,53027,82.0
2963,53029,87.3
2964,53031,84.1
2965,53033,88.6
2966,53035,86.9
2967,53037,83.5
2968,53039,82.3
2969,53041,83.5
2970,53043,85.6
2971,53045,83.8
2972,53047,78.8
2973,53049,80.4
2974,53051,85.2
2975,53053,86.6
2976,53055,83.6
2977,53057,82.9
2978,53059,85.5
2979,53061,86.7
2980,53063,86.7
2981,53065,84.1
2982,53067,87.5
2983,53069,83.3
2984,53071,84.3
2985,53073,84.1
2986,53075,85.1
2987,53077,75.9
2988,54001,80.6
2989,54003,83.3
2990,54005,84.4
2991,54007,80.1
2992,54009,84.7
2993,54011,83.6
2994,54013,77.8
2995,54015,80.8
2996,54017,76.9
2997,54019,80.7
2998,54021,76.6
2999,54023,80.7
3000,54025,80.7
3001,54027,78.6
3002,54029,84.7
3003,54031,82.6
3004,54033,82.0
3005,54035,83.2
3006,54037,84.9
3007,54039,83.8
3008,54041,79.7
3009,54043,79.9
3010,54045,81.7
3011,54047,81.9
3012,54049,82.5
3013,54051,83.8
3014,54053,85.3
3015,54055,82.6
3016,54057,84.0
3017,54059,81.2
3018,54061,83.1
3019,54063,79.4
3020,54065,80.7
3021,54067,80.1
3022,54069,84.3
3023,54071,78.5
3024,54073,82.0
3025,54075,80.3
3026,54077,79.0
3027,54079,86.0
3028,54081,82.6
3029,54083,80.8
3030,54085,80.3
3031,54087,79.3
3032,54089,79.6
3033,54091,80.8
3034,54093,79.4
3035,54095,82.5
3036,54097,81.0
3037,54099,82.2
3038,54101,79.1
3039,54103,82.5
3040,54105,76.4
3041,54107,84.4
3042,54109,80.8
3043,55001,87.9
3044,55003,87.5
3045,55005,89.0
3046,55007,85.0
3047,55009,90.3
3048,55011,90.3
3049,55013,87.3
3050,55015,91.7
3051,55017,89.2
3052,55019,83.8
3053,55021,91.0
3054,55023,89.1
3055,55025,91.8
3056,55027,90.6
3057,55029,88.3
3058,55031,89.3
3059,55033,89.4
3060,55035,90.4
3061,55037,85.3
3062,55039,91.5
3063,55041,83.1
3064,55043,89.4
3065,55045,89.7
3066,55047,88.7
3067,55049,90.1
3068,55051,85.4
3069,55053,87.0
3070,55055,89.8
3071,55057,88.0
3072,55059,89.4
3073,55061,90.0
3074,55063,91.9
3075,55065,87.9
3076,55067,88.4
3077,55069,89.5
3078,55071,90.3
3079,55073,90.9
3080,55075,90.5
3081,55077,88.0
3082,55078,86.2
3083,55079,87.8
3084,55081,87.1
3085,55083,89.3
3086,55085,89.3
3087,55087,91.0
3088,55089,93.2
3089,55091,87.4
3090,55093,90.3
3091,55095,89.3
3092,55097,91.1
3093,55099,89.7
3094,55101,89.2
3095,55103,88.3
3096,55105,89.1
3097,55107,89.1
3098,55109,92.2
3099,55111,90.0
3100,55113,84.6
3101,55115,87.5
3102,55117,90.3
3103,55119,89.3
3104,55121,90.3
3105,55123,86.8
3106,55125,85.3
3107,55127,88.7
3108,55129,87.6
3109,55131,92.2
3110,55133,93.6
3111,55135,90.4
3112,55137,85.8
3113,55139,90.6
3114,55141,91.1
3115,56001,84.1
3116,56003,82.2
3117,56005,86.4
3118,56007,82.6
3119,56009,85.8
3120,56011,81.8
3121,56013,80.1
3122,56015,83.5
3123,56017,81.3
3124,56019,81.9
3125,56021,85.9
3126,56023,83.0
3127,56025,84.8
3128,56027,78.0
3129,56029,83.9
3130,56031,80.8
3131,56033,83.9
3132,56035,84.8
3133,56037,85.5
3134,56039,84.7
3135,56041,84.5
3136,56043,81.3
3137,56045,82.2
