,state,county,politics,color
1406,Mississippi,Sunflower,"[['Dem', 65.9, 6777], ['GOP', 31.1, 3197], ['CST', 1.7, 172], ['RP', 1.4, 141]]",democrat
1407,Mississippi,Carroll,"[['GOP', 67.9, 3874], ['Dem', 30.2, 1725], ['CST', 1.1, 63], ['RP', 0.8, 43]]",republican
1408,Mississippi,Oktibbeha,"[['GOP', 51.9, 8107], ['Dem', 46.3, 7237], ['CST', 1.2, 182], ['RP', 0.7, 108]]",republican
1409,Mississippi,Sharkey,"[['Dem', 59.6, 1190], ['GOP', 38.1, 760], ['RP', 1.3, 26], ['CST', 1.1, 21]]",democrat
1410,Mississippi,Lafayette,"[['GOP', 59.2, 9973], ['Dem', 39.0, 6577], ['CST', 1.1, 186], ['RP', 0.7, 115]]",republican
1411,Mississippi,Tishomingo,"[['GOP', 75.7, 5841], ['Dem', 22.2, 1714], ['CST', 1.2, 92], ['RP', 0.8, 64]]",republican
1412,Mississippi,Jasper,"[['Dem', 50.5, 4596], ['GOP', 46.5, 4232], ['RP', 1.7, 158], ['CST', 1.2, 111]]",democrat
1413,Mississippi,Neshoba,"[['GOP', 71.5, 7666], ['Dem', 26.7, 2863], ['RP', 1.1, 116], ['CST', 0.8, 83]]",republican
1414,Mississippi,DeSoto,"[['GOP', 65.0, 40776], ['Dem', 33.0, 20700], ['CST', 1.2, 772], ['RP', 0.7, 451]]",republican
1415,Mississippi,Yalobusha,"[['GOP', 54.3, 3365], ['Dem', 43.7, 2707], ['CST', 1.2, 75], ['RP', 0.9, 53]]",republican
1416,Mississippi,Clarke,"[['GOP', 62.4, 4374], ['Dem', 33.9, 2376], ['RP', 2.0, 142], ['CST', 1.7, 118]]",republican
1417,Mississippi,Alcorn,"[['GOP', 72.3, 10336], ['Dem', 25.6, 3668], ['CST', 1.2, 171], ['RP', 0.9, 127]]",republican
1418,Mississippi,Warren,"[['GOP', 51.4, 9573], ['Dem', 46.4, 8658], ['CST', 1.2, 216], ['RP', 1.0, 194]]",republican
1419,Mississippi,Walthall,"[['GOP', 55.6, 3913], ['Dem', 40.1, 2826], ['RP', 2.5, 173], ['CST', 1.8, 130]]",republican
1420,Mississippi,Union,"[['GOP', 77.3, 7920], ['Dem', 21.2, 2166], ['CST', 0.9, 94], ['RP', 0.6, 61]]",republican
1421,Mississippi,Chickasaw,"[['GOP', 51.1, 3813], ['Dem', 47.1, 3514], ['CST', 1.0, 76], ['RP', 0.8, 57]]",republican
1422,Mississippi,Humphreys,"[['Dem', 67.3, 2751], ['GOP', 29.7, 1216], ['CST', 1.5, 63], ['RP', 1.5, 60]]",democrat
1423,Mississippi,Holmes,"[['Dem', 75.7, 5504], ['GOP', 21.3, 1546], ['CST', 1.7, 125], ['RP', 1.3, 98]]",democrat
1424,Mississippi,Stone,"[['GOP', 72.3, 4831], ['Dem', 24.4, 1632], ['RP', 1.8, 123], ['CST', 1.5, 100]]",republican
1425,Mississippi,Bolivar,"[['Dem', 60.4, 7659], ['GOP', 36.2, 4585], ['CST', 2.0, 251], ['RP', 1.5, 186]]",democrat
1426,Mississippi,Perry,"[['GOP', 70.7, 3908], ['Dem', 25.3, 1396], ['RP', 2.5, 137], ['CST', 1.5, 83]]",republican
1427,Mississippi,Montgomery,"[['GOP', 55.9, 2556], ['Dem', 42.1, 1922], ['CST', 1.1, 49], ['RP', 0.9, 42]]",republican
1428,Mississippi,Clay,"[['Dem', 56.1, 5315], ['GOP', 42.3, 4007], ['CST', 0.9, 84], ['RP', 0.7, 63]]",democrat
1429,Mississippi,Smith,"[['GOP', 74.0, 5930], ['Dem', 23.5, 1881], ['RP', 1.5, 118], ['CST', 1.1, 86]]",republican
1430,Mississippi,Tunica,"[['Dem', 72.8, 2865], ['GOP', 23.1, 910], ['RP', 2.2, 87], ['CST', 1.8, 72]]",democrat
1431,Mississippi,Issaquena,"[['Dem', 53.9, 382], ['GOP', 43.2, 306], ['RP', 1.7, 12], ['CST', 1.3, 9]]",democrat
1432,Mississippi,Franklin,"[['GOP', 61.6, 2657], ['Dem', 36.2, 1562], ['RP', 1.2, 51], ['CST', 1.0, 44]]",republican
1433,Mississippi,Itawamba,"[['GOP', 80.1, 6918], ['Dem', 17.2, 1489], ['CST', 1.4, 122], ['RP', 1.3, 110]]",republican
1434,Mississippi,Jefferson Davis,"[['Dem', 55.7, 3543], ['GOP', 40.1, 2552], ['RP', 2.2, 143], ['CST', 2.0, 126]]",democrat
1435,Mississippi,Wilkinson,"[['Dem', 64.7, 2512], ['GOP', 31.3, 1217], ['RP', 2.1, 83], ['CST', 1.9, 72]]",democrat
1436,Mississippi,Benton,"[['GOP', 50.7, 2000], ['Dem', 46.9, 1848], ['RP', 1.2, 48], ['CST', 1.2, 46]]",republican
1437,Mississippi,Coahoma,"[['Dem', 70.8, 6281], ['GOP', 27.3, 2419], ['RP', 1.1, 95], ['CST', 0.9, 82]]",democrat
1438,Mississippi,Amite,"[['GOP', 57.9, 4293], ['Dem', 39.6, 2939], ['RP', 1.4, 104], ['CST', 1.1, 82]]",republican
1439,Mississippi,Pike,"[['Dem', 49.3, 8352], ['GOP', 48.7, 8258], ['CST', 1.0, 174], ['RP', 1.0, 172]]",democrat
1440,Mississippi,Tallahatchie,"[['Dem', 53.1, 3111], ['GOP', 44.4, 2600], ['CST', 1.3, 78], ['RP', 1.2, 68]]",democrat
1441,Mississippi,Jackson,"[['GOP', 67.3, 32450], ['Dem', 29.8, 14364], ['CST', 1.8, 882], ['RP', 1.1, 530]]",republican
1442,Mississippi,Simpson,"[['GOP', 62.3, 7492], ['Dem', 35.7, 4289], ['CST', 1.2, 141], ['RP', 0.8, 99]]",republican
1443,Mississippi,Attala,"[['GOP', 58.3, 4360], ['Dem', 40.0, 2992], ['CST', 1.0, 78], ['RP', 0.7, 53]]",republican
1444,Mississippi,Noxubee,"[['Dem', 69.5, 3946], ['GOP', 29.0, 1648], ['CST', 0.7, 42], ['RP', 0.7, 40]]",democrat
1445,Mississippi,Kemper,"[['Dem', 55.4, 2708], ['GOP', 40.7, 1989], ['CST', 2.2, 109], ['RP', 1.7, 82]]",democrat
1446,Mississippi,Webster,"[['GOP', 76.5, 3625], ['Dem', 22.0, 1041], ['CST', 1.0, 46], ['RP', 0.5, 26]]",republican
1447,Mississippi,Washington,"[['Dem', 64.2, 10096], ['GOP', 33.7, 5290], ['CST', 1.1, 179], ['RP', 1.0, 154]]",democrat
1448,Mississippi,Winston,"[['GOP', 53.9, 5216], ['Dem', 44.5, 4306], ['CST', 0.9, 84], ['RP', 0.7, 68]]",republican
1449,Mississippi,Lamar,"[['GOP', 76.4, 17103], ['Dem', 20.9, 4679], ['CST', 1.4, 321], ['RP', 1.2, 279]]",republican
1450,Mississippi,Scott,"[['GOP', 56.6, 5853], ['Dem', 41.1, 4252], ['RP', 1.4, 143], ['CST', 0.9, 89]]",republican
1451,Mississippi,Prentiss,"[['GOP', 71.1, 7024], ['Dem', 27.0, 2665], ['CST', 1.1, 111], ['RP', 0.8, 77]]",republican
1452,Mississippi,Choctaw,"[['GOP', 68.2, 2559], ['Dem', 29.7, 1116], ['CST', 1.1, 41], ['RP', 1.0, 37]]",republican
1453,Mississippi,Jefferson,"[['Dem', 79.3, 2909], ['GOP', 17.1, 628], ['RP', 1.9, 68], ['CST', 1.7, 63]]",democrat
1454,Mississippi,Marshall,"[['Dem', 56.9, 8837], ['GOP', 41.0, 6376], ['CST', 1.3, 198], ['RP', 0.8, 130]]",democrat
1455,Mississippi,Lee,"[['GOP', 66.6, 22586], ['Dem', 31.8, 10798], ['CST', 1.0, 325], ['RP', 0.6, 198]]",republican
1456,Mississippi,Marion,"[['GOP', 63.3, 6854], ['Dem', 34.3, 3714], ['RP', 1.5, 160], ['CST', 0.9, 95]]",republican
1457,Mississippi,Lowndes,"[['GOP', 53.2, 12874], ['Dem', 45.3, 10979], ['CST', 0.9, 211], ['RP', 0.6, 153]]",republican
1458,Mississippi,Pontotoc,"[['GOP', 78.6, 9594], ['Dem', 19.4, 2372], ['CST', 1.1, 138], ['RP', 0.8, 97]]",republican
1459,Mississippi,Newton,"[['GOP', 66.5, 5890], ['Dem', 31.9, 2825], ['RP', 0.8, 69], ['CST', 0.8, 68]]",republican
1460,Mississippi,Leflore,"[['Dem', 65.4, 6806], ['GOP', 32.6, 3395], ['CST', 1.2, 122], ['RP', 0.8, 87]]",democrat
1461,Mississippi,Madison,"[['GOP', 60.9, 29188], ['Dem', 37.4, 17937], ['CST', 0.9, 423], ['RP', 0.7, 350]]",republican
1462,Mississippi,Pearl River,"[['GOP', 73.5, 14175], ['Dem', 21.6, 4159], ['CST', 2.9, 552], ['RP', 2.0, 391]]",republican
1463,Mississippi,Covington,"[['GOP', 59.8, 5320], ['Dem', 37.3, 3318], ['RP', 1.8, 162], ['CST', 1.1, 100]]",republican
1464,Hawaii,Honolulu,"[['Dem', 59.5, 172514], ['GOP', 40.5, 117564]]",democrat
1465,Hawaii,Maui,"[['Dem', 68.7, 33097], ['GOP', 31.3, 15064]]",democrat
1466,Hawaii,Hawaii,"[['Dem', 69.0, 42853], ['GOP', 31.0, 19240]]",democrat
1467,Hawaii,Kauai,"[['Dem', 71.6, 17971], ['GOP', 28.4, 7134]]",democrat
1468,Maryland,Allegany,"[['GOP', 51.8, 13810], ['Dem', 32.7, 8710], ['Una', 14.2, 3778], ['Lib', 1.3, 340]]",republican
1469,Maryland,Calvert,"[['GOP', 39.3, 16057], ['Dem', 38.8, 15854], ['Una', 20.7, 8456], ['Lib', 1.2, 470]]",republican
1470,Maryland,Kent,"[['Dem', 44.0, 3934], ['GOP', 37.1, 3321], ['Una', 18.1, 1616], ['Lib', 0.9, 80]]",democrat
1471,Maryland,Washington,"[['GOP', 46.7, 26546], ['Dem', 32.0, 18171], ['Una', 20.0, 11367], ['Lib', 1.3, 765]]",republican
1472,Maryland,Montgomery,"[['Dem', 65.6, 259043], ['GOP', 21.3, 84248], ['Una', 11.7, 46241], ['Lib', 1.3, 5154]]",democrat
1473,Maryland,Charles,"[['Dem', 58.1, 39805], ['GOP', 22.7, 15558], ['Una', 18.2, 12493], ['Lib', 1.0, 656]]",democrat
1474,Maryland,Somerset,"[['Dem', 44.3, 3958], ['GOP', 37.1, 3321], ['Una', 17.7, 1587], ['Lib', 0.8, 75]]",democrat
1475,Maryland,Caroline,"[['GOP', 45.4, 5572], ['Dem', 33.4, 4096], ['Una', 20.3, 2485], ['Lib', 0.9, 111]]",republican
1476,Maryland,Cecil,"[['GOP', 45.0, 17520], ['Dem', 35.8, 13943], ['Una', 17.8, 6930], ['Lib', 1.3, 513]]",republican
1477,Maryland,Baltimore,"[['Dem', 51.9, 181326], ['GOP', 25.4, 88522], ['Una', 21.5, 75232], ['Lib', 1.2, 4037]]",democrat
1478,Maryland,Talbot,"[['GOP', 45.0, 8231], ['Dem', 39.9, 7311], ['Una', 14.2, 2592], ['Lib', 0.9, 167]]",republican
1479,Maryland,Baltimore City,"[['Dem', 76.8, 170757], ['Una', 15.1, 33506], ['GOP', 6.9, 15284], ['Lib', 1.2, 2679]]",democrat
1480,Maryland,Carroll,"[['GOP', 48.9, 39547], ['Dem', 26.1, 21108], ['Una', 23.7, 19112], ['Lib', 1.3, 1038]]",republican
1481,Maryland,Garrett,"[['GOP', 67.4, 7711], ['Dem', 27.3, 3119], ['Una', 4.0, 452], ['Lib', 1.3, 152]]",republican
1482,Maryland,Anne Arundel,"[['Dem', 42.0, 98684], ['GOP', 37.1, 87022], ['Una', 19.6, 46086], ['Lib', 1.3, 3014]]",democrat
1483,Maryland,Howard,"[['Dem', 53.1, 73524], ['GOP', 28.9, 39961], ['Una', 16.4, 22783], ['Lib', 1.6, 2244]]",democrat
1484,Maryland,Dorchester,"[['Dem', 43.2, 5909], ['GOP', 37.9, 5185], ['Una', 17.9, 2447], ['Lib', 0.9, 123]]",democrat
1485,Maryland,Queen Anne's,"[['GOP', 51.4, 11768], ['Dem', 29.6, 6774], ['Una', 18.2, 4157], ['Lib', 0.8, 193]]",republican
1486,Maryland,Harford,"[['GOP', 36.8, 42970], ['Dem', 34.4, 40071], ['Una', 27.6, 32160], ['Lib', 1.2, 1436]]",republican
1487,Maryland,Prince George's,"[['Dem', 81.3, 278389], ['Una', 11.2, 38400], ['GOP', 6.5, 22411], ['Lib', 0.9, 3213]]",democrat
1488,Maryland,Frederick,"[['GOP', 43.1, 45793], ['Dem', 39.3, 41724], ['Una', 16.2, 17194], ['Lib', 1.5, 1580]]",republican
1489,Maryland,Wicomico,"[['Dem', 40.3, 14986], ['GOP', 37.4, 13895], ['Una', 21.3, 7928], ['Lib', 1.1, 392]]",democrat
1490,Maryland,Worcester,"[['GOP', 42.1, 10064], ['Dem', 35.7, 8538], ['Una', 21.1, 5047], ['Lib', 1.1, 254]]",republican
1491,Maryland,St. Mary's,"[['GOP', 42.7, 18126], ['Dem', 37.6, 15972], ['Una', 18.2, 7736], ['Lib', 1.6, 659]]",republican
1492,Minnesota,Houston,"[['Dem', 51.8, 5174], ['GOP', 39.2, 3909], ['GRP', 4.7, 465], ['Inp', 3.7, 368], ['Oth', 0.7, 67]]",democrat
1493,Minnesota,Kanabec,"[['Dem', 61.2, 4808], ['GOP', 34.3, 2693], ['Inp', 2.5, 198], ['GRP', 1.6, 122], ['Oth', 0.4, 31]]",democrat
1494,Minnesota,Pipestone,"[['GOP', 49.8, 2229], ['Dem', 44.2, 1981], ['Inp', 4.1, 184], ['GRP', 1.1, 49], ['Oth', 0.8, 37]]",republican
1495,Minnesota,Cook,"[['Dem', 70.8, 2263], ['GOP', 25.7, 820], ['Inp', 2.4, 76], ['GRP', 0.8, 24], ['Oth', 0.4, 13]]",democrat
1496,Minnesota,Douglas,"[['Dem', 60.0, 12220], ['GOP', 35.6, 7246], ['Inp', 3.2, 646], ['GRP', 0.8, 168], ['Oth', 0.5, 98]]",democrat
1497,Minnesota,Clearwater,"[['Dem', 53.2, 2172], ['GOP', 41.9, 1709], ['Inp', 3.1, 127], ['GRP', 1.2, 50], ['Oth', 0.6, 23]]",democrat
1498,Minnesota,Lyon,"[['Dem', 60.8, 7320], ['GOP', 33.9, 4086], ['Inp', 3.7, 442], ['GRP', 1.1, 130], ['Oth', 0.5, 59]]",democrat
1499,Minnesota,Otter Tail,"[['Dem', 53.5, 16542], ['GOP', 41.9, 12931], ['Inp', 3.2, 996], ['GRP', 0.9, 269], ['Oth', 0.5, 155]]",democrat
1500,Minnesota,Rice,"[['Dem', 66.8, 20655], ['GOP', 28.9, 8941], ['Inp', 2.7, 831], ['GRP', 1.1, 351], ['Oth', 0.5, 158]]",democrat
1501,Minnesota,Anoka,"[['Dem', 62.7, 113610], ['GOP', 33.1, 59990], ['Inp', 2.6, 4791], ['GRP', 1.1, 2021], ['Oth', 0.4, 812]]",democrat
1502,Minnesota,Freeborn,"[['Dem', 68.4, 11108], ['GOP', 27.1, 4407], ['Inp', 2.9, 475], ['GRP', 1.1, 180], ['Oth', 0.4, 63]]",democrat
1503,Minnesota,Traverse,"[['Dem', 67.8, 1221], ['GOP', 28.0, 504], ['Inp', 2.9, 52], ['GRP', 0.7, 13], ['Oth', 0.6, 10]]",democrat
1504,Minnesota,Beltrami,"[['Dem', 63.9, 13604], ['GOP', 31.5, 6710], ['Inp', 2.8, 603], ['GRP', 1.1, 241], ['Oth', 0.6, 138]]",democrat
1505,Minnesota,Cottonwood,"[['Dem', 60.3, 3457], ['GOP', 34.6, 1985], ['Inp', 3.6, 204], ['GRP', 1.0, 57], ['Oth', 0.6, 33]]",democrat
1506,Minnesota,Dodge,"[['Dem', 59.0, 5924], ['GOP', 36.1, 3627], ['Inp', 3.2, 326], ['GRP', 1.2, 123], ['Oth', 0.4, 36]]",democrat
1507,Minnesota,Mille Lacs,"[['Dem', 61.2, 7737], ['GOP', 33.5, 4234], ['Inp', 3.1, 390], ['GRP', 1.6, 202], ['Oth', 0.6, 80]]",democrat
1508,Minnesota,St. Louis,"[['Dem', 73.7, 83311], ['GOP', 23.1, 26076], ['Inp', 2.0, 2224], ['GRP', 0.8, 932], ['Oth', 0.4, 434]]",democrat
1509,Minnesota,Hubbard,"[['Dem', 56.9, 6353], ['GOP', 38.6, 4311], ['Inp', 3.0, 340], ['GRP', 1.1, 119], ['Oth', 0.4, 46]]",democrat
1510,Minnesota,McLeod,"[['Dem', 58.3, 10555], ['GOP', 36.6, 6616], ['Inp', 3.4, 618], ['GRP', 1.1, 205], ['Oth', 0.6, 106]]",democrat
1511,Minnesota,Crow Wing,"[['Dem', 58.0, 19568], ['GOP', 37.0, 12467], ['Inp', 3.4, 1137], ['GRP', 1.2, 388], ['Oth', 0.5, 167]]",democrat
1512,Minnesota,Winona,"[['Dem', 60.4, 15463], ['GOP', 32.7, 8360], ['Inp', 3.9, 1007], ['GRP', 2.3, 592], ['Oth', 0.6, 161]]",democrat
1513,Minnesota,Cass,"[['Dem', 57.5, 8996], ['GOP', 37.9, 5930], ['Inp', 3.0, 474], ['GRP', 1.0, 159], ['Oth', 0.5, 84]]",democrat
1514,Minnesota,Roseau,"[['Dem', 55.8, 4009], ['GOP', 39.5, 2835], ['Inp', 3.2, 232], ['GRP', 0.8, 56], ['Oth', 0.7, 47]]",democrat
1515,Minnesota,Kittson,"[['Dem', 70.5, 1674], ['GOP', 26.3, 625], ['Inp', 2.2, 52], ['GRP', 0.5, 13], ['Oth', 0.4, 10]]",democrat
1516,Minnesota,Waseca,"[['Dem', 63.6, 6062], ['GOP', 31.3, 2988], ['Inp', 3.3, 316], ['GRP', 1.4, 130], ['Oth', 0.4, 40]]",democrat
1517,Minnesota,Murray,"[['Dem', 57.5, 2674], ['GOP', 36.9, 1715], ['Inp', 4.0, 187], ['GRP', 1.2, 54], ['Oth', 0.5, 21]]",democrat
1518,Minnesota,Becker,"[['Dem', 56.7, 8998], ['GOP', 38.4, 6095], ['Inp', 3.5, 558], ['GRP', 0.9, 145], ['Oth', 0.5, 84]]",democrat
1519,Minnesota,Polk,"[['Dem', 63.5, 8975], ['GOP', 32.2, 4555], ['Inp', 2.8, 401], ['GRP', 0.9, 131], ['Oth', 0.6, 78]]",democrat
1520,Minnesota,Stearns,"[['Dem', 61.5, 46313], ['GOP', 33.7, 25373], ['Inp', 3.2, 2394], ['GRP', 1.2, 925], ['Oth', 0.4, 339]]",democrat
1521,Minnesota,Chippewa,"[['Dem', 69.0, 4176], ['GOP', 26.3, 1592], ['Inp', 3.0, 183], ['GRP', 1.1, 68], ['Oth', 0.5, 31]]",democrat
1522,Minnesota,Yellow Medicine,"[['Dem', 66.4, 3540], ['GOP', 29.2, 1558], ['Inp', 2.9, 154], ['GRP', 1.1, 56], ['Oth', 0.4, 23]]",democrat
1523,Minnesota,Nicollet,"[['Dem', 67.6, 11968], ['GOP', 27.7, 4912], ['Inp', 2.8, 504], ['GRP', 1.4, 246], ['Oth', 0.5, 81]]",democrat
1524,Minnesota,Fillmore,"[['Dem', 64.7, 6810], ['GOP', 29.5, 3100], ['Inp', 2.9, 301], ['GRP', 2.6, 273], ['Oth', 0.4, 37]]",democrat
1525,Minnesota,Brown,"[['Dem', 60.0, 8149], ['GOP', 35.4, 4803], ['Inp', 3.1, 420], ['GRP', 1.2, 161], ['Oth', 0.3, 46]]",democrat
1526,Minnesota,Steele,"[['Dem', 63.6, 11781], ['GOP', 30.9, 5716], ['Inp', 3.5, 643], ['GRP', 1.5, 282], ['Oth', 0.5, 93]]",democrat
1527,Minnesota,Itasca,"[['Dem', 66.4, 15381], ['GOP', 30.1, 6967], ['Inp', 2.4, 556], ['GRP', 0.7, 172], ['Oth', 0.4, 93]]",democrat
1528,Minnesota,Swift,"[['Dem', 69.9, 3497], ['GOP', 25.7, 1285], ['Inp', 2.9, 147], ['GRP', 1.1, 54], ['Oth', 0.4, 21]]",democrat
1529,Minnesota,Wilkin,"[['Dem', 60.2, 1881], ['GOP', 35.6, 1114], ['Inp', 2.8, 86], ['GRP', 1.0, 30], ['Oth', 0.5, 16]]",democrat
1530,Minnesota,Ramsey,"[['Dem', 73.6, 196969], ['GOP', 22.0, 58822], ['Inp', 2.6, 6825], ['GRP', 1.1, 2978], ['Oth', 0.7, 1958]]",democrat
1531,Minnesota,Wabasha,"[['Dem', 62.7, 7142], ['GOP', 32.5, 3704], ['Inp', 3.1, 356], ['GRP', 1.3, 152], ['Oth', 0.4, 41]]",democrat
1532,Minnesota,Morrison,"[['Dem', 57.3, 9233], ['GOP', 37.4, 6027], ['Inp', 3.5, 561], ['GRP', 1.1, 176], ['Oth', 0.6, 104]]",democrat
1533,Minnesota,Lake,"[['Dem', 70.9, 4678], ['GOP', 25.8, 1702], ['Inp', 1.9, 124], ['GRP', 0.9, 62], ['Oth', 0.5, 36]]",democrat
1534,Minnesota,Marshall,"[['Dem', 64.2, 2723], ['GOP', 32.3, 1369], ['Inp', 2.7, 115], ['GRP', 0.6, 26], ['Oth', 0.3, 11]]",democrat
1535,Minnesota,Scott,"[['Dem', 56.7, 39072], ['GOP', 39.1, 26941], ['Inp', 2.8, 1910], ['GRP', 1.0, 689], ['Oth', 0.4, 265]]",democrat
1536,Minnesota,Nobles,"[['Dem', 56.1, 4587], ['GOP', 37.0, 3024], ['Inp', 4.7, 382], ['GRP', 1.3, 110], ['Oth', 0.9, 71]]",democrat
1537,Minnesota,Pennington,"[['Dem', 64.6, 4098], ['GOP', 30.9, 1956], ['Inp', 2.8, 175], ['GRP', 1.0, 66], ['Oth', 0.7, 45]]",democrat
1538,Minnesota,Lincoln,"[['Dem', 56.8, 1712], ['GOP', 36.9, 1112], ['Inp', 4.5, 137], ['Oth', 0.9, 26], ['GRP', 0.9, 26]]",democrat
1539,Minnesota,Lake of the Woods,"[['Dem', 56.3, 1218], ['GOP', 38.8, 839], ['Inp', 3.8, 82], ['GRP', 0.6, 13], ['Oth', 0.5, 10]]",democrat
1540,Minnesota,Pine,"[['Dem', 62.8, 8449], ['GOP', 31.7, 4269], ['Inp', 3.0, 405], ['GRP', 2.0, 266], ['Oth', 0.5, 63]]",democrat
1541,Minnesota,Chisago,"[['Dem', 59.2, 16758], ['GOP', 36.6, 10371], ['Inp', 2.7, 766], ['GRP', 1.0, 290], ['Oth', 0.4, 127]]",democrat
1542,Minnesota,Red Lake,"[['Dem', 67.9, 1306], ['GOP', 27.4, 527], ['Inp', 3.2, 62], ['GRP', 1.0, 20], ['Oth', 0.5, 9]]",democrat
1543,Minnesota,Redwood,"[['Dem', 59.1, 4494], ['GOP', 36.1, 2741], ['Inp', 3.2, 244], ['GRP', 1.2, 92], ['Oth', 0.4, 30]]",democrat
1544,Minnesota,Wright,"[['Dem', 54.7, 37087], ['GOP', 40.9, 27761], ['Inp', 2.8, 1926], ['GRP', 1.1, 766], ['Oth', 0.5, 319]]",democrat
1545,Minnesota,Clay,"[['Dem', 67.0, 18607], ['GOP', 29.1, 8064], ['Inp', 2.7, 753], ['GRP', 0.8, 227], ['Oth', 0.4, 105]]",democrat
1546,Minnesota,Grant,"[['Dem', 65.0, 2222], ['GOP', 30.3, 1036], ['Inp', 3.4, 117], ['GRP', 1.1, 38], ['Oth', 0.2, 8]]",democrat
1547,Minnesota,Dakota,"[['Dem', 62.0, 139158], ['GOP', 34.3, 77029], ['Inp', 2.3, 5223], ['GRP', 0.9, 1998], ['Oth', 0.4, 931]]",democrat
1548,Minnesota,Norman,"[['Dem', 72.4, 2262], ['GOP', 24.0, 749], ['Inp', 2.4, 76], ['GRP', 0.8, 24], ['Oth', 0.4, 13]]",democrat
1549,Minnesota,Isanti,"[['Dem', 57.1, 11131], ['GOP', 38.2, 7438], ['Inp', 3.0, 594], ['GRP', 1.1, 220], ['Oth', 0.5, 100]]",democrat
1550,Minnesota,Renville,"[['Dem', 66.0, 4996], ['GOP', 29.3, 2215], ['Inp', 3.1, 233], ['GRP', 1.1, 82], ['Oth', 0.5, 39]]",democrat
1551,Minnesota,Blue Earth,"[['Dem', 65.4, 21289], ['GOP', 28.7, 9338], ['Inp', 3.4, 1119], ['GRP', 2.0, 664], ['Oth', 0.5, 162]]",democrat
1552,Minnesota,Kandiyohi,"[['Dem', 62.5, 13033], ['GOP', 33.5, 6990], ['Inp', 2.7, 561], ['GRP', 0.9, 182], ['Oth', 0.4, 88]]",democrat
1553,Minnesota,Le Sueur,"[['Dem', 63.8, 9144], ['GOP', 31.3, 4489], ['Inp', 3.0, 424], ['GRP', 1.3, 192], ['Oth', 0.6, 83]]",democrat
1554,Minnesota,Olmsted,"[['Dem', 61.3, 46067], ['GOP', 34.2, 25721], ['Inp', 2.8, 2098], ['GRP', 1.3, 1005], ['Oth', 0.3, 263]]",democrat
1555,Minnesota,Mower,"[['Dem', 69.5, 12475], ['GOP', 24.8, 4443], ['Inp', 3.3, 599], ['GRP', 2.0, 365], ['Oth', 0.4, 64]]",democrat
1556,Minnesota,Goodhue,"[['Dem', 62.6, 15777], ['GOP', 32.8, 8276], ['Inp', 3.1, 771], ['GRP', 1.1, 284], ['Oth', 0.4, 103]]",democrat
1557,Minnesota,Carver,"[['Dem', 55.0, 28205], ['GOP', 41.7, 21378], ['Inp', 2.1, 1094], ['GRP', 0.8, 423], ['Oth', 0.3, 157]]",democrat
1558,Minnesota,Pope,"[['Dem', 65.6, 4005], ['GOP', 30.0, 1831], ['Inp', 3.0, 185], ['GRP', 1.0, 61], ['Oth', 0.4, 22]]",democrat
1559,Minnesota,Big Stone,"[['Dem', 66.6, 1817], ['GOP', 28.9, 788], ['Inp', 3.4, 92], ['GRP', 0.7, 19], ['Oth', 0.4, 12]]",democrat
1560,Minnesota,Lac qui Parle,"[['Dem', 68.7, 2674], ['GOP', 26.6, 1035], ['Inp', 3.6, 142], ['GRP', 0.6, 22], ['Oth', 0.5, 19]]",democrat
1561,Minnesota,Mahnomen,"[['Dem', 69.9, 1483], ['GOP', 25.0, 531], ['Inp', 3.1, 65], ['GRP', 1.3, 27], ['Oth', 0.8, 17]]",democrat
1562,Minnesota,Hennepin,"[['Dem', 71.3, 469117], ['GOP', 25.2, 165611], ['Inp', 2.1, 13527], ['GRP', 1.0, 6267], ['Oth', 0.5, 3617]]",democrat
1563,Minnesota,Benton,"[['Dem', 61.4, 11542], ['GOP', 33.3, 6267], ['Inp', 3.3, 624], ['GRP', 1.5, 279], ['Oth', 0.5, 99]]",democrat
1564,Minnesota,Sibley,"[['Dem', 60.3, 4603], ['GOP', 34.9, 2667], ['Inp', 3.2, 246], ['GRP', 1.1, 84], ['Oth', 0.5, 36]]",democrat
1565,Minnesota,Wadena,"[['Dem', 53.8, 3541], ['GOP', 41.8, 2753], ['Inp', 2.8, 183], ['GRP', 1.1, 72], ['Oth', 0.5, 32]]",democrat
1566,Minnesota,Jackson,"[['Dem', 59.8, 3157], ['GOP', 34.1, 1802], ['Inp', 4.1, 216], ['GRP', 1.5, 77], ['Oth', 0.6, 31]]",democrat
1567,Minnesota,Watonwan,"[['Dem', 67.6, 3373], ['GOP', 27.8, 1388], ['Inp', 2.7, 137], ['GRP', 1.3, 63], ['Oth', 0.5, 25]]",democrat
1568,Minnesota,Aitkin,"[['Dem', 63.8, 5628], ['GOP', 31.8, 2810], ['Inp', 2.8, 249], ['GRP', 1.1, 95], ['Oth', 0.5, 41]]",democrat
1569,Minnesota,Sherburne,"[['Dem', 55.4, 25020], ['GOP', 40.5, 18291], ['Inp', 2.7, 1240], ['GRP', 1.1, 489], ['Oth', 0.4, 161]]",democrat
1570,Minnesota,Washington,"[['Dem', 64.0, 88581], ['GOP', 32.6, 45135], ['Inp', 2.2, 3103], ['GRP', 0.8, 1059], ['Oth', 0.3, 477]]",democrat
